Month,Reported by,Falls within,Easting,Northing,Location,Crime type,Context
2012-03,Cumbria Constabulary,Cumbria Constabulary,319567,469753,On or near Parry Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319723,471997,On or near Low Cliff,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320485,469062,On or near Glasgow Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320790,469147,On or near Gateshead Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320875,468749,On or near Vulcan Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351365,530111,On or near Supermarket,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351061,493925,On or near High Mead,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,350426,530113,On or near Newton Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,348267,496940,On or near Winter Lane,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342785,554565,On or near Silverdale Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351581,492672,On or near Parking Area,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,330500,497521,On or near The Garth,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342210,554616,On or near Westville,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351534,530416,On or near Hunter'S Lane,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342073,555786,On or near St Josephs Court,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342123,553499,On or near Blundell Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341610,554582,On or near Hillcrest Close,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341314,555631,On or near Greystone Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320899,469949,On or near Sports/Recreation Area,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,354072,485123,On or near Woodside,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341201,498316,On or near Ellerthwaite Square,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342436,554024,On or near Hazel Dene,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340940,553425,On or near Scaleby Close,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351534,492353,On or near Dowker'S Lane,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351617,492733,On or near Shopping Area,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351685,492656,On or near Bridge Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351741,492612,On or near Bridge Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352422,529392,On or near Pategill Park,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352925,491250,On or near Bluebell Close,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,354072,485123,On or near Woodside,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,329058,478715,On or near Ford Park Crescent,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,355432,541207,On or near Croft Place,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,358777,524592,On or near Rectory Dene,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297180,518048,On or near Market Place,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352104,493454,On or near Dale Avenue,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300018,526934,On or near Further/Higher Educational Building,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341282,555311,On or near Adelaide Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340297,496967,On or near St Martin'S Parade,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320045,468822,On or near Strand,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320014,475605,On or near Parking Area,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319923,469645,On or near Parking Area,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319963,469121,On or near Paxton Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320310,470538,On or near Oxford Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352942,476794,On or near St James'S Drive,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351471,494363,On or near Kent Lea,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341801,480011,On or near Lindale Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321406,469525,On or near Priors Path,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351419,492617,On or near Allhallows Lane,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326840,518952,On or near Parking Area,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340953,555096,On or near David Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338759,495375,On or near Parking Area,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337812,555349,On or near Hawthorn Grove,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337812,555349,On or near Hawthorn Grove,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337812,555349,On or near Hawthorn Grove,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,332477,550472,On or near Meadow Croft,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339583,557628,On or near Caldew Court,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326534,523457,On or near Derwent Close,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339867,556121,On or near Theatre/Concert Hall,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326461,524088,On or near Hospital,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,323562,474324,On or near Crooklands Terrace,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,323324,474113,On or near Queen'S Terrace,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322407,471532,On or near Parkhouse Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321447,468952,On or near Longway,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,328711,476744,On or near Appletree Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340909,553818,On or near Upperby Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339810,558919,On or near The Grange,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339934,558052,On or near Supermarket,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340034,555840,On or near Shopping Area,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297644,518046,On or near Temple Terrace,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300761,510685,On or near Central Avenue,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340278,555616,On or near English Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340278,555616,On or near English Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340278,555616,On or near English Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340278,555616,On or near English Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340563,499084,On or near Priory Gardens,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340473,555454,On or near Botchergate,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340438,555566,On or near Nightclub,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340701,555253,On or near Blake Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,306848,515812,On or near Ehen Garth,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304915,535736,On or near Moorside Drive,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319583,471757,On or near Mill Bank,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,307037,535865,On or near Croft Crescent,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303877,517821,On or near Moor Place,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303409,536505,On or near Well Lane,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,318505,468010,On or near Amphitrite Street South,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321179,471847,On or near Hospital,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320975,468904,On or near Salthouse Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320913,469024,On or near Consett Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320259,469194,On or near Greengate Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319939,468441,On or near Buccleuch Dock Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319793,472208,On or near Cocken Crescent,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319785,469237,On or near Slater Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319718,469496,On or near Abbey Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319733,471900,On or near Greenhill Close,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320188,469413,On or near Crellin Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,298103,515453,On or near The Oval,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,298056,516980,On or near Bleng Avenue,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297959,515634,On or near Kinniside Avenue,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297658,518155,On or near Michael Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320485,469062,On or near Glasgow Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,298336,521887,On or near Ghyll Grove,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319685,469066,On or near Lawson Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320226,470176,On or near Lincoln Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320157,469245,On or near Allison Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320158,469205,On or near Harrison Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320132,469293,On or near James Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320079,469137,On or near Field Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,329128,478465,On or near Swan Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,328660,477007,On or near Hillside Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326228,547593,On or near The Crescent,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,324510,548324,On or near Ellen Close,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322931,474049,On or near Market Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320691,470517,On or near Prospect Avenue,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321420,477639,On or near Lord Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320485,469062,On or near Glasgow Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320875,468749,On or near Vulcan Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,318143,538984,On or near Old Chapel Close,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320802,468950,On or near New Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319492,469861,On or near Exmouth Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320264,469728,On or near Park Avenue,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299717,528842,On or near Station Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319247,469584,On or near Franklin Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299056,526270,On or near Grasmoor Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302291,514716,On or near Croasdale Place,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302324,533607,On or near Wedgwood Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,317922,484552,On or near Sports/Recreation Area,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,317922,484552,On or near Sports/Recreation Area,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,316082,478644,On or near Sea View,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,312636,530705,On or near St Helens Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301497,515356,On or near Leconfield Street,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,308530,547473,On or near B5300,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302105,515047,On or near Quarry Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303680,537082,On or near The Promenade,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341639,554054,On or near Baird Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339438,556725,On or near Sports/Recreation Area,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341524,558320,On or near Brampton Old Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351651,530241,On or near Market Court,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351365,530111,On or near Supermarket,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,348522,528242,On or near Rosebank,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342759,555189,On or near Durranhill Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342742,554955,On or near Pedestrian Subway,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341724,553841,On or near Atkinson Crescent,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341829,554086,On or near London Road,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340317,557799,On or near Maple Grove,Anti-social behaviour,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341508,555484,On or near Sports/Recreation Area,Anti-social behaviour,
